project_id,snapshot_month,timeline_elapsed_fraction,physical_progress_pct,financial_progress_pct,cost_revision_ratio,schedule_variance_ratio,milestone_completion_ratio,complexity_index,funding_stability,agency_track_record,land_acquisition_ease,monsoon_exposure,contractor_concentration,state_project_load,sector_risk_factor,original_duration_days,days_elapsed,budget_utilization_ratio,target_cost_overrun,target_time_overrun,target_risk_score
PRJ-DEL-METRO -V0,1,0.045454545454545456,0.04247894211017725,0.03882535464605871,1.0005087926169243,0.0003145869720900504,0.049718606892007106,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,101,0.03880561063787093,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,2,0.09090909090909091,0.1798055448197544,0.145335193200212,1.0024016369917095,0.0014849344981629092,0.2848943689144413,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,202,0.14498698708870325,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,3,0.13636363636363635,0.1350066287633346,0.08991929466628465,1.0045346858835666,0.0028038007118001006,0.18014343190788124,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,303,0.08951337960738869,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,4,0.18181818181818182,0.1620077381341767,0.12425675010046172,1.0074388981559579,0.004599477996980505,0.26199009024041936,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,404,0.12333924204029095,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,5,0.22727272727272727,0.18764549310417092,0.22758097097099828,1.0110696981913174,0.006844405205816886,0.1732124463238615,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,505,0.22508930035002866,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,6,0.2727272727272727,0.32152466043783035,0.3899528112930293,1.0170632029398103,0.010550195046939138,0.10874008824447817,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,606,0.3834105984425302,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,7,0.3181818181818182,0.24316929062406156,0.22665017207505478,1.0231982281695269,0.014343487139855123,0.24249567501265135,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,707,0.2215114978067599,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,8,0.36363636363636365,0.3058357852943426,0.25656270583679974,1.0296057730709296,0.018305278412002406,0.3786299241975676,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,808,0.2491853800232384,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,9,0.4090909090909091,0.2950381237757549,0.28526764391021014,1.0448108424303522,0.027706587650954077,0.3682345375151866,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,909,0.27303281352502456,0,0,0.6377168976363076
PRJ-DEL-METRO -V0,10,0.45454545454545453,0.38581156027817154,0.3711438670749104,1.047804565489271,0.02955760954288866,0.41602658402135734,0.6111950400288637,0.9235976293474053,0.6622319843809678,0.5301601180862875,0.3765990134708945,0.15996757580999196,0.8361979853495641,0.5493584439832788,2222,1010,0.3542109657649805,0,0,0.6377168976363076
